HTTPS,119.101.118.154,9999
HTTP,121.31.145.132,8123
HTTPS,125.123.137.194,9999
HTTPS,119.101.118.16,9999
HTTP,106.111.53.71,9999
HTTP,1.192.240.141,9999
HTTP,121.61.3.139,9999
HTTP,183.148.147.4,9999
HTTPS,113.13.177.139,9999
HTTP,171.80.136.220,9999
HTTP,27.29.76.25,9999
HTTPS,119.101.117.137,9999
HTTPS,125.123.143.109,9999
HTTPS,111.177.191.117,9999
HTTPS,119.101.117.58,9999
HTTP,119.101.115.225,9999
HTTP,119.101.117.78,9999
HTTP,58.55.138.217,9999
HTTP,27.29.95.102,9999
HTTPS,119.101.117.227,9999
HTTP,115.239.24.194,9999
HTTPS,119.101.113.133,9999
HTTP,222.217.30.15,9999
HTTPS,119.101.113.85,9999
HTTP,171.41.86.190,9999
HTTPS,119.101.117.93,9999
HTTP,119.101.113.162,9999
HTTP,110.52.235.85,9999
HTTPS,119.101.115.253,9999
HTTPS,183.148.142.82,9999
HTTPS,119.101.115.33,9999
HTTPS,183.63.123.3,56489
HTTP,114.224.44.232,9999
HTTP,113.13.160.97,9999
HTTP,110.52.235.216,9999
HTTPS,119.101.115.2,9999
HTTP,1.199.31.251,9999
HTTPS,58.50.2.246,9999
HTTPS,171.41.86.139,9999
HTTPS,119.101.116.170,9999
HTTPS,119.101.115.124,9999
HTTPS,171.41.85.213,9999
HTTPS,119.101.116.247,9999
HTTP,119.101.117.153,9999
HTTP,58.50.2.23,9999
HTTP,119.101.115.24,9999
HTTP,119.101.114.237,9999
HTTPS,223.241.78.210,8010
HTTPS,119.101.115.208,9999
HTTP,222.217.30.114,9999
HTTP,114.239.149.6,9999
HTTPS,113.13.160.30,9999
HTTPS,119.101.116.192,9999
HTTPS,223.215.186.22,9999
HTTP,119.101.118.142,9999
HTTP,119.101.113.168,9999
HTTP,113.122.169.36,9999
HTTP,119.101.115.186,9999
HTTPS,49.70.33.189,9999
HTTPS,119.101.119.82,9999
HTTPS,110.52.235.18,9999
HTTPS,58.50.1.133,9999
HTTPS,119.101.116.211,9999
HTTP,202.103.12.30,60850
HTTP,119.101.119.78,9999
HTTP,115.151.1.175,9999
HTTP,222.217.30.82,9999
HTTPS,119.101.113.184,9999
HTTP,121.61.1.113,9999
HTTPS,125.123.142.35,9999
HTTPS,119.101.117.237,9999
HTTPS,119.101.117.208,9999
HTTPS,119.101.112.49,9999
HTTPS,171.80.152.35,9999
HTTPS,119.101.118.198,9999
HTTP,119.101.118.168,9999
HTTP,171.41.82.60,9999
HTTP,171.41.80.114,9999
HTTP,119.101.118.133,9999
HTTPS,119.101.112.212,9999
HTTP,144.255.13.52,9999
HTTP,122.4.40.50,9999
HTTPS,119.101.116.62,9999
HTTPS,115.239.25.2,9999
HTTP,61.184.109.33,61320
HTTPS,119.101.115.227,9999
HTTPS,119.101.117.46,9999
HTTP,115.151.0.253,9999
HTTP,125.123.139.59,9999
HTTP,115.46.79.233,8123
HTTP,110.52.235.58,9999
HTTP,222.217.30.121,9999
HTTPS,119.101.115.234,9999
HTTP,121.61.3.124,9999
HTTPS,210.5.10.87,53281
HTTPS,115.151.2.239,9999
HTTPS,110.52.235.170,9999
HTTP,115.239.24.57,9999
HTTPS,110.52.235.102,9999
HTTPS,210.5.10.87,53281
HTTPS,115.151.2.239,9999
HTTPS,110.52.235.170,9999
HTTP,115.239.24.57,9999
HTTPS,110.52.235.102,9999
HTTPS,119.101.117.55,9999
HTTPS,119.101.113.165,9999
HTTP,110.52.235.173,9999
HTTPS,119.101.116.210,9999
HTTPS,115.151.2.98,808
HTTP,119.101.119.114,9999
HTTPS,61.145.49.126,20013
HTTPS,119.101.114.229,9999
HTTPS,119.101.118.154,9999
HTTP,121.31.145.132,8123
HTTPS,125.123.137.194,9999
HTTPS,119.101.118.16,9999
HTTP,106.111.53.71,9999
HTTP,1.192.240.141,9999
HTTP,121.61.3.139,9999
HTTP,183.148.147.4,9999
HTTPS,113.13.177.139,9999
HTTP,171.80.136.220,9999
HTTP,27.29.76.25,9999
HTTPS,119.101.117.137,9999
HTTPS,125.123.143.109,9999
HTTPS,111.177.191.117,9999
HTTPS,119.101.117.58,9999
HTTP,119.101.115.225,9999
HTTP,119.101.117.78,9999
HTTP,58.55.138.217,9999
HTTP,27.29.95.102,9999
HTTPS,119.101.117.227,9999
HTTP,115.239.24.194,9999
HTTPS,119.101.113.133,9999
HTTP,222.217.30.15,9999
HTTPS,119.101.113.85,9999
HTTP,171.41.86.190,9999
HTTPS,119.101.117.93,9999
HTTP,119.101.113.162,9999
HTTP,110.52.235.85,9999
HTTPS,119.101.115.253,9999
HTTPS,183.148.142.82,9999
HTTPS,119.101.115.33,9999
HTTPS,183.63.123.3,56489
HTTP,114.224.44.232,9999
HTTP,113.13.160.97,9999
HTTP,110.52.235.216,9999
HTTPS,119.101.115.2,9999
HTTP,1.199.31.251,9999
HTTPS,58.50.2.246,9999
HTTPS,171.41.86.139,9999
HTTPS,119.101.116.170,9999
HTTPS,119.101.115.124,9999
HTTPS,171.41.85.213,9999
HTTP,119.101.117.153,9999
HTTP,58.50.2.23,9999
HTTP,119.101.115.24,9999
HTTP,119.101.114.237,9999
HTTPS,223.241.78.210,8010
HTTPS,119.101.115.208,9999
HTTP,222.217.30.114,9999
HTTP,114.239.149.6,9999
HTTPS,113.13.160.30,9999
HTTPS,119.101.116.192,9999
HTTPS,223.215.186.22,9999
HTTP,119.101.118.142,9999
HTTP,119.101.113.168,9999
HTTP,113.122.169.36,9999
HTTP,119.101.115.186,9999
HTTPS,49.70.33.189,9999
HTTPS,119.101.119.82,9999
HTTPS,110.52.235.18,9999
HTTPS,58.50.1.133,9999
HTTPS,119.101.116.211,9999
HTTP,202.103.12.30,60850
HTTP,119.101.119.78,9999
HTTP,115.151.1.175,9999
HTTP,222.217.30.82,9999
HTTPS,119.101.113.184,9999
HTTP,121.61.1.113,9999
HTTPS,125.123.142.35,9999
HTTPS,119.101.117.237,9999
HTTPS,119.101.117.208,9999
HTTPS,119.101.112.49,9999
HTTPS,171.80.152.35,9999
HTTPS,119.101.118.198,9999
HTTP,119.101.118.168,9999
HTTP,171.41.82.60,9999
HTTP,171.41.80.114,9999
HTTP,119.101.118.133,9999
HTTPS,119.101.112.212,9999
HTTPS,119.101.113.193,9999
HTTP,144.255.13.52,9999
HTTP,122.4.40.50,9999
HTTPS,119.101.116.62,9999
HTTPS,115.239.25.2,9999
HTTP,61.184.109.33,61320
HTTPS,119.101.115.227,9999
HTTPS,119.101.117.46,9999
HTTP,115.151.0.253,9999
HTTP,125.123.139.59,9999
